A,B,C,D,E,F,G,H,I,J,K
14, -57001.5703125, -2759.3896484375, -1912.8843994140625, 707.3656005859375, -18732.14453125, -4230.9833984375, -807.47900390625, -55283.94921875, , 1714826858310.709
15, -56987.6875, -2886.19091796875, -2016.618896484375, 723.2576904296875, -18726.78125, -3343.37353515625, -595.7857055664062, -55250.95703125, , 1714826858314.779
16, -56970.72265625, -3396.615478515625, -2470.24755859375, 647.3511352539062, -18705.658203125, -2480.43994140625, -493.3252868652344, -55247.13671875, , 1714826858318.436
17, -56981.65234375, -3341.16064453125, -2457.171630859375, 633.7389526367188, -18711.0234375, -3198.5341796875, -687.1148681640625, -55281.8046875, , 1714826858322.491
18, -57001.234375, -2763.010498046875, -1977.2574462890625, 720.374267578125, -18729.798828125, -4214.08544921875, -828.5343627929688, -55287.97265625, , 1714826858326.587
19, -56994.73046875, -2678.990478515625, -1903.4296875, 761.2779541015625, -18718.935546875, -3670.133544921875, -663.2432250976562, -55243.046875, , 1714826858330.199
20, -56980.51171875, -3188.811279296875, -2351.760986328125, 688.8583374023438, -18708.341796875, -2561.57666015625, -494.3981628417969, -55224.73828125, , 1714826858334.267
21, -56992.1796875, -3333.38232421875, -2518.862548828125, 656.0012817382812, -18713.1015625, -2890.884765625, -636.5552368164062, -55258.265625, , 1714826858337.972
22, -57014.64453125, -2811.42431640625, -2089.91015625, 710.2489624023438, -18731.943359375, -4065.4912109375, -830.9483642578125, -55294.54296875, , 1714826858342.06
23, -57007.9375, -2520.8740234375, -1856.7591552734375, 792.8609619140625, -18722.69140625, -3979.392333984375, -737.7415771484375, -55270.26953125, , 1714826858345.722
24, -56982.5234375, -2927.76513671875, -2220.198486328125, 766.2400512695312, -18684.8046875, -2797.47705078125, -517.4651489257812, -55231.64453125, , 1714826858349.834
25, -56982.12109375, -3252.71484375, -2526.37255859375, 688.2548217773438, -18678.904296875, -2643.987548828125, -560.3134765625, -55252.69921875, , 1714826858353.978
26, -57003.17578125, -2853.333984375, -2207.6591796875, 731.974853515625, -18696.740234375, -3784.865234375, -782.1321411132812, -55285.828125, , 1714826858357.652
27, -57013.234375, -2411.104736328125, -1835.3685302734375, 825.718017578125, -18696.203125, -4160.50830078125, -781.6627807617188, -55267.72265625, , 1714826858361.781
28, -56985.609375, -2660.14794921875, -2043.5079345703125, 836.7821655273438, -18668.2421875, -3081.32177734375, -546.567138671875, -55218.16796875, , 1714826858365.432
29, -56970.38671875, -3119.0068359375, -2449.125, 746.5258178710938, -18658.853515625, -2479.2998046875, -499.092041015625, -55222.79296875, , 1714826858369.481
30, -56988.4921875, -2927.228759765625, -2303.950439453125, 700.190673828125, -18675.1484375, -3417.53662109375, -711.0535888671875, -55267.51953125, , 1714826858373.097
31, -57001.09765625, -2383.88037109375, -1855.0157470703125, 777.8406372070312, -18677.8984375, -4220.388671875, -805.2661743164062, -55274.08984375, , 1714826858377.197
0, -56982.0546875, -2446.576904296875, -1912.951416015625, 834.5693359375, -18656.708984375, -3424.443359375, -607.8555908203125, -55226.21484375, , 1714826858381.024
1, -56961.53515625, -2982.54931640625, -2363.763671875, 763.356689453125, -18643.833984375, -2464.41357421875, -480.11541748046875, -55209.8515625, , 1714826858385.125
2, -56969.046875, -3014.869873046875, -2397.023193359375, 701.6658935546875, -18661.06640625, -3072.939697265625, -659.55517578125, -55246.1953125, , 1714826858388.757
3, -56991.109375, -2467.63232421875, -1926.0272216796875, 770.3974609375, -18678.30078125, -4144.2138671875, -821.5606079101562, -55267.3203125, , 1714826858392.97
4, -56976.55859375, -2335.265380859375, -1809.8875732421875, 856.0269775390625, -18654.361328125, -3725.052001953125, -672.9662475585938, -55226.75, , 1714826858396.536
5, -56958.31640625, -2832.412841796875, -2234.213134765625, 807.4119873046875, -18633.91015625, -2573.512451171875, -480.0483703613281, -55192.75390625, , 1714826858400.63
6, -56969.71875, -3070.7939453125, -2432.294189453125, 702.8058471679688, -18648.125, -2749.733642578125, -591.1588745117188, -55226.1484375, , 1714826858404.734
7, -56998.55078125, -2627.2236328125, -2040.4234619140625, 709.5113525390625, -18674.947265625, -3939.5615234375, -810.4965209960938, -55268.66015625, , 1714826858408.35
8, -56997.87890625, -2321.384765625, -1769.18505859375, 785.6190185546875, -18664.62109375, -3974.698486328125, -742.368408203125, -55244.18359375, , 1714826858412.363
9, -56969.046875, -2717.4130859375, -2086.289306640625, 755.2429809570312, -18632.166015625, -2787.418701171875, -508.0103759765625, -55204.5546875, , 1714826858416.435
10, -56967.5703125, -3109.88720703125, -2429.813232421875, 696.3014526367188, -18626.734375, -2519.466064453125, -535.167724609375, -55226.953125, , 1714826858420.029
11, -56987.6875, -2788.625732421875, -2170.711669921875, 751.2196655273438, -18637.060546875, -3646.99951171875, -771.4703979492188, -55273.6875, , 1714826858424.114
12, -56997.34375, -2337.947509765625, -1764.9605712890625, 825.2486572265625, -18641.21875, -4131.74169921875, -788.0330200195312, -55262.15625, , 1714826858428.196
13, -56980.109375, -2583.704833984375, -1930.3858642578125, 801.2428588867188, -18619.560546875, -3083.668701171875, -555.8207397460938, -55216.9609375, , 1714826858431.794
14, -56970.5234375, -3112.90478515625, -2356.454833984375, 693.5521850585938, -18609.099609375, -2356.521728515625, -479.91424560546875, -55213.2734375, , 1714826858435.846
15, -56982.92578125, -2998.977783203125, -2278.13427734375, 703.0069580078125, -18620.498046875, -3256.671142578125, -703.14111328125, -55254.30859375, , 1714826858439.944
16, -56996.26953125, -2458.9150390625, -1822.6280517578125, 811.3682250976562, -18630.7578125, -4163.056640625, -814.5198364257812, -55257.39453125, , 1714826858443.558
17, -56983.59765625, -2496.734375, -1813.910888671875, 825.5839233398438, -18618.5546875, -3403.857421875, -599.540771484375, -55212.33203125, , 1714826858447.612
18, -56967.63671875, -3065.161376953125, -2246.484130859375, 705.1527709960938, -18604.94140625, -2330.839599609375, -434.0484619140625, -55200.1953125, , 1714826858451.267
19, -56984.3359375, -3181.904541015625, -2338.48388671875, 651.709716796875, -18618.353515625, -2854.80908203125, -610.6719360351562, -55246.46484375, , 1714826858455.389
20, -57008.609375, -2656.392822265625, -1901.3509521484375, 755.5783081054688, -18636.123046875, -4024.252197265625, -802.78515625, -55267.7890625, , 1714826858459.433
21, -56997.34375, -2482.3173828125, -1751.147216796875, 867.9628295898438, -18619.962890625, -3735.914794921875, -677.8612670898438, -55231.4453125, , 1714826858463.054
22, -56970.58984375, -2975.97802734375, -2152.20458984375, 806.2049560546875, -18596.560546875, -2543.6728515625, -468.8501281738281, -55200.1953125, , 1714826858467.282
23, -56970.85546875, -3280.60986328125, -2397.7607421875, 711.3218383789062, -18607.958984375, -2608.8505859375, -562.1239624023438, -55225.140625, , 1714826858470.968
24, -56993.5234375, -2875.79736328125, -2039.2164306640625, 724.8670043945312, -18630.220703125, -3809.273193359375, -786.5578002929688, -55260.01171875, , 1714826858475.005
25, -56993.38671875, -2531.40185546875, -1726.5379638671875, 811.8375854492188, -18622.578125, -3970.138671875, -736.668701171875, -55229.43359375, , 1714826858478.714
26, -56973.26953125, -2889.61083984375, -2017.2894287109375, 807.88134765625, -18596.560546875, -2814.03955078125, -502.9141845703125, -55188.1953125, , 1714826858482.886
27, -56968.51171875, -3334.79052734375, -2391.189453125, 706.2256469726562, -18594.951171875, -2410.098876953125, -497.6838684082031, -55209.71875, , 1714826858486.551
28, -56988.4921875, -3082.39453125, -2200.014892578125, 716.7532958984375, -18619.828125, -3518.253662109375, -742.770751953125, -55257.73046875, , 1714826858490.658
29, -56999.890625, -2604.626220703125, -1787.625244140625, 808.9542236328125, -18631.361328125, -4147.76806640625, -791.3857421875, -55259.33984375, , 1714826858494.313
30, -56981.31640625, -2766.966796875, -1916.9747314453125, 859.5138549804688, -18607.490234375, -3199.07080078125, -569.0306396484375, -55220.6484375, , 1714826858498.369
31, -56967.234375, -3297.038330078125, -2353.90673828125, 721.8494873046875, -18597.296875, -2376.3701171875, -475.8238830566406, -55218.5703125, , 1714826858501.986
0, -56985.67578125, -3255.59814453125, -2318.836669921875, 656.6718139648438, -18609.166015625, -3173.388427734375, -682.4210205078125, -55268.2578125, , 1714826858506.264
1, -57000.36328125, -2705.276123046875, -1862.3248291015625, 776.0301513671875, -18615, -4175.12646484375, -820.0183715820312, -55278.046875, , 1714826858509.923
2, -56978.30078125, -2663.366455078125, -1820.012939453125, 842.615966796875, -18598.302734375, -3548.294189453125, -637.8292846679688, -55223.1953125, , 1714826858514.062
3, -56950.47265625, -3183.5810546875, -2264.52197265625, 781.595703125, -18586.3671875, -2445.43701171875, -465.69854736328125, -55199.7265625, , 1714826858517.819
4, -56956.375, -3331.705810546875, -2389.580078125, 700.794189453125, -18598.83984375, -2843.879150390625, -605.1734008789062, -55238.21875, , 1714826858521.79
5, -56976.9609375, -2834.491455078125, -1951.7093505859375, 722.3859252929688, -18613.7265625, -4011.24365234375, -787.49658203125, -55261.62109375, , 1714826858525.471
6, -56968.51171875, -2577.535888671875, -1752.0859375, 853.6800537109375, -18587.23828125, -3837.6376953125, -684.3656005859375, -55220.71484375, , 1714826858529.632
7, -56943.83203125, -3008.097412109375, -2117.939208984375, 809.08837890625, -18567.123046875, -2623.267578125, -461.9434509277344, -55184.03515625, , 1714826858533.255
8, -56942.89453125, -3339.685546875, -2398.699462890625, 685.1032104492188, -18576.7109375, -2549.5068359375, -524.774169921875, -55210.1875, , 1714826858537.38
9, -56965.4921875, -2946.540771484375, -2099.566162109375, 733.31591796875, -18601.25390625, -3773.33154296875, -777.2371215820312, -55247.40234375, , 1714826858541.417
10, -56972.734375, -2534.553466796875, -1756.3104248046875, 836.312744140625, -18605.478515625, -4063.6806640625, -759.1322021484375, -55225.8125, , 1714826858545.062
11, -56960.0625, -2832.211669921875, -1989.930908203125, 783.6744384765625, -18588.78125, -2911.20263671875, -512.9053955078125, -55191.8828125, , 1714826858549.128
12, -56952.21484375, -3284.7001953125, -2371.27392578125, 646.4794311523438, -18586.8359375, -2368.323486328125, -474.1474914550781, -55200.33203125, , 1714826858552.726
13, -56972.734375, -3045.849609375, -2216.309326171875, 682.2198486328125, -18597.69921875, -3417.402587890625, -715.2110595703125, -55245.79296875, , 1714826858556.799
14, -56982.58984375, -2520.673095703125, -1778.97509765625, 780.791015625, -18601.25390625, -4156.6865234375, -786.89306640625, -55245.79296875, , 1714826858560.928
15, -56963.61328125, -2627.6259765625, -1843.6163330078125, 791.0504760742188, -18577.78515625, -3244.668212890625, -555.4854736328125, -55195.5703125, , 1714826858564.593
16, -56942.4921875, -3139.25732421875, -2290.6064453125, 723.12353515625, -18568.865234375, -2333.1865234375, -442.16217041015625, -55189.87109375, , 1714826858568.707
17, -56956.0390625, -3130.540283203125, -2306.90087890625, 669.5464477539062, -18598.572265625, -3049.269287109375, -644.4677734375, -55235, , 1714826858572.342
18, -56974.6796875, -2561.241455078125, -1856.490966796875, 779.047607421875, -18614.12890625, -4131.74169921875, -810.630615234375, -55247.60546875, , 1714826858576.458
19, -56962.609375, -2466.894775390625, -1764.3570556640625, 833.5634765625, -18597.833984375, -3595.300048828125, -632.4649047851562, -55197.44921875, , 1714826858580.121
20, -56942.89453125, -2981.409423828125, -2180.56884765625, 750.9514770507812, -18573.693359375, -2416.804443359375, -427.9464416503906, -55168.74609375, , 1714826858584.279
21, -56943.765625, -3156.89306640625, -2359.47216796875, 719.9049072265625, -18576.912109375, -2711.9814453125, -559.5087890625, -55204.01953125, , 1714826858587.988
22, -56963.81640625, -2661.287841796875, -1968.942626953125, 793.1292114257812, -18598.1015625, -3938.9580078125, -781.4616088867188, -55238.1484375, , 1714826858592.1
23, -56963.4140625, -2385.08740234375, -1727.00732421875, 852.5401611328125, -18588.244140625, -3872.774658203125, -692.0099487304688, -55215.88671875, , 1714826858595.723
24, -56941.015625, -2795.86767578125, -2060.674072265625, 786.3566284179688, -18573.224609375, -2654.51513671875, -454.8356018066406, -55185.2421875, , 1714826858599.835
25, -56936.5234375, -3148.309814453125, -2374.7607421875, 693.4180908203125, -18578.857421875, -2472.259033203125, -498.15325927734375, -55208.64453125, , 1714826858603.969
26, -56962.80859375, -2811.759765625, -2099.43212890625, 692.6134033203125, -18597.69921875, -3638.41650390625, -732.3101196289062, -55255.31640625, , 1714826858607.602
27, -56964.890625, -2366.848388671875, -1717.6866455078125, 790.3128662109375, -18595.419921875, -4044.23486328125, -732.0418701171875, -55232.91796875, , 1714826858611.717
28, -56947.72265625, -2596.17724609375, -1909.464599609375, 802.1146240234375, -18571.078125, -2955.59326171875, -493.5264587402344, -55185.30859375, , 1714826858615.365
29, -56941.3515625, -3072.6044921875, -2324.134033203125, 709.6454467773438, -18568.12890625, -2319.373291015625, -443.8385314941406, -55193.42578125, , 1714826858619.455
30, -56958.85546875, -2930.78271484375, -2219.326904296875, 673.4356079101562, -18585.96484375, -3274.038330078125, -679.001220703125, -55229.69921875, , 1714826858623.113
31, -56976.15625, -2413.988037109375, -1786.3511962890625, 755.6453247070312, -18596.89453125, -4118.39794921875, -788.5023803710938, -55226.88671875, , 1714826858627.216
0, -56962.54296875, -2455.02587890625, -1826.3831787109375, 820.6889038085938, -18576.509765625, -3329.023681640625, -589.9518432617188, -55185.7109375, , 1714826858631.041
1, -56939.54296875, -2969.540771484375, -2273.10498046875, 778.1088256835938, -18556.662109375, -2347.67041015625, -455.2379150390625, -55174.515625, , 1714826858635.206
2, -56950.60546875, -3020.435546875, -2328.69384765625, 719.5025634765625, -18578.25390625, -2955.39208984375, -637.7622680664062, -55221.1171875, , 1714826858638.905
3, -56978.76953125, -2510.078369140625, -1872.6512451171875, 724.2634887695312, -18608.8984375, -4043.8994140625, -799.2982788085938, -55248.54296875, , 1714826858642.964
4, -56973.26953125, -2364.50146484375, -1750.543701171875, 808.4177856445312, -18601.388671875, -3645.256103515625, -651.7767944335938, -55214.61328125, , 1714826858646.666
5, -56957.984375, -2839.1181640625, -2170.17529296875, 785.0825805664062, -18586.3671875, -2485.80419921875, -457.7189636230469, -55203.28125, , 1714826858650.866
6, -56963.8828125, -3076.89599609375, -2396.620849609375, 715.9486694335938, -18590.658203125, -2673.0224609375, -581.3017578125, -55240.5625, , 1714826858654.535
7, -56996.33984375, -2639.092529296875, -2016.8870849609375, 715.5463256835938, -18618.62109375, -3872.171142578125, -798.8959350585938, -55279.72265625, , 1714826858658.609
8, -57000.5625, -2317.160400390625, -1729.4212646484375, 783.0038452148438, -18617.615234375, -3925.68115234375, -729.6949462890625, -55251.6953125, , 1714826858662.249
9, -56969.515625, -2659.54443359375, -2031.2369384765625, 829.67431640625, -18577.91796875, -2752.68408203125, -498.2203369140625, -55199.2578125, , 1714826858666.3
10, -56957.71484375, -3052.152587890625, -2372.548095703125, 723.0565185546875, -18574.498046875, -2442.888916015625, -514.9170532226562, -55205.6953125, , 1714826858670.343
11, -56973.7421875, -2771.392578125, -2124.7119140625, 684.3656005859375, -18597.69921875, -3545.343994140625, -738.9486083984375, -55242.84375, , 1714826858673.977
